10000	0
20000	0
30000	0
40000	0
50000	0
60000	0
70000	0
80000	0
90000	0
100000	0
110000	0
120000	0
130000	0
140000	3
150000	1
160000	2
170000	1
180000	0
190000	4
200000	4
210000	3
220000	1
230000	1
240000	3
250000	0
260000	2
270000	0
280000	2
290000	2
300000	1
310000	2
320000	1
330000	1
340000	1
350000	0
360000	1
370000	13
380000	82
390000	74
400000	81
410000	74
420000	84
430000	56
440000	0
450000	0
460000	0
470000	0
480000	0
490000	3
500000	2
510000	3
520000	2
530000	3
540000	2
550000	0
560000	0
570000	1
580000	2
590000	3
600000	0
610000	5
620000	2
630000	0
640000	1
650000	2
660000	1
670000	1
680000	0
690000	1
700000	0
710000	4
720000	0
730000	2
740000	0
750000	2
760000	3
770000	1
780000	1
790000	1
800000	1
810000	2
820000	1
830000	0
840000	1
850000	2
860000	64
870000	87
880000	68
890000	77
900000	78
910000	72
920000	15
930000	0
940000	0
950000	0
960000	0
970000	1
980000	4
990000	3
1000000	1
1010000	1
1020000	3
1030000	1
1040000	4
1050000	3
1060000	4
1070000	1
1080000	3
1090000	3
1100000	1
1110000	4
1120000	0
1130000	1
1140000	3
1150000	1
1160000	3
1170000	1
1180000	1
1190000	0
1200000	1
1210000	0
1220000	0
1230000	1
1240000	2
1250000	2
1260000	4
1270000	0
1280000	1
1290000	2
1300000	0
1310000	0
1320000	0
1330000	2
1340000	20
1350000	87
1360000	92
1370000	66
1380000	64
1390000	77
1400000	54
1410000	0
1420000	1
1430000	0
1440000	0
1450000	0
1460000	1
1470000	3
1480000	2
1490000	8
1500000	3
1510000	1
1520000	2
1530000	2
1540000	1
1550000	3
1560000	3
1570000	4
1580000	3
1590000	4
1600000	1
1610000	2
1620000	1
1630000	4
1640000	2
1650000	2
1660000	1
1670000	0
1680000	5
1690000	0
1700000	2
1710000	2
1720000	2
1730000	0
1740000	1
1750000	2
1760000	2
1770000	0
1780000	2
1790000	2
1800000	1
1810000	1
1820000	2
1830000	59
1840000	83
1850000	64
1860000	79
1870000	78
1880000	83
1890000	11
1900000	0
1910000	0
1920000	0
1930000	0
1940000	2
1950000	3
1960000	2
1970000	0
1980000	1
1990000	4
2000000	1
2010000	1
2020000	1
2030000	2
2040000	1
2050000	1
2060000	1
2070000	1
2080000	0
2090000	0
2100000	1
2110000	2
2120000	0
2130000	1
2140000	5
2150000	2
2160000	0
2170000	1
2180000	2
2190000	1
2200000	5
2210000	3
2220000	3
2230000	0
2240000	2
2250000	1
2260000	1
2270000	1
2280000	2
2290000	0
2300000	0
2310000	33
2320000	87
2330000	77
2340000	92
2350000	68
2360000	71
2370000	39
2380000	0
2390000	0
2400000	0
2410000	0
2420000	1
2430000	1
2440000	4
2450000	2
2460000	4
2470000	3
2480000	1
2490000	1
2500000	3
2510000	2
2520000	6
2530000	4
2540000	1
2550000	1
2560000	2
2570000	1
2580000	2
2590000	2
2600000	0
2610000	3
2620000	1
2630000	5
2640000	1
2650000	0
2660000	3
2670000	4
2680000	1
2690000	4
2700000	0
2710000	1
2720000	0
2730000	2
2740000	1
2750000	1
2760000	0
2770000	0
2780000	4
2790000	2
2800000	110
2810000	78
2820000	67
2830000	83
2840000	66
2850000	63
2860000	0
2870000	0
2880000	0
2890000	0
2900000	0
2910000	1
2920000	1
2930000	2
2940000	1
2950000	0
2960000	0
2970000	1
2980000	4
2990000	3
3000000	3
3010000	5
3020000	1
3030000	2
3040000	0
3050000	2
3060000	1
3070000	2
3080000	2
3090000	1
3100000	2
3110000	1
3120000	1
3130000	0
3140000	3
3150000	1
3160000	0
3170000	1
3180000	2
3190000	0
3200000	2
3210000	0
3220000	3
3230000	1
3240000	0
3250000	2
3260000	0
3270000	4
3280000	34
3290000	96
3300000	67
3310000	74
3320000	78
3330000	65
3340000	45
3350000	0
3360000	0
3370000	2
3380000	0
3390000	0
3400000	1
3410000	3
3420000	1
3430000	3
3440000	1
3450000	3
3460000	2
3470000	3
3480000	4
3490000	2
3500000	6
3510000	1
3520000	0
3530000	0
3540000	2
3550000	2
3560000	2
3570000	1
3580000	3
3590000	2
3600000	3
3610000	2
3620000	1
3630000	1
3640000	1
3650000	0
3660000	4
3670000	4
3680000	2
3690000	2
3700000	0
3710000	1
3720000	2
3730000	2
3740000	3
3750000	1
3760000	3
3770000	51
3780000	111
3790000	77
3800000	74
3810000	80
3820000	66
3830000	26
3840000	0
3850000	0
3860000	0
3870000	0
3880000	2
3890000	4
3900000	5
3910000	2
3920000	0
3930000	1
3940000	4
3950000	0
3960000	3
3970000	0
3980000	2
3990000	2
4000000	1
4010000	1
4020000	3
4030000	2
4040000	4
4050000	2
4060000	1
4070000	1
4080000	0
4090000	2
4100000	1
4110000	0
4120000	1
4130000	2
4140000	1
4150000	4
4160000	3
4170000	0
4180000	1
4190000	0
4200000	2
4210000	0
4220000	0
4230000	0
4240000	1
4250000	17
4260000	77
4270000	81
4280000	106
4290000	86
4300000	78
4310000	52
4320000	0
4330000	0
4340000	0
4350000	2
4360000	2
4370000	2
